smiles,log_p,C,O,N,F,Cl,benzene,NH2,unbrch_alkane,Al_COO,Al_OH_noTert,Al_OH,C_O,NH0,ether,NH1
COC(=O)CNC(=O)Cn1c(C)nc2ccccc2c1=O,0.4,14,4,3,0,0,1,0,0,0,0,0,2,2,1,1
c1ccc2cc3c(ccc4c5ccccc5ccc34)cc2c1,7.11,22,0,0,0,0,5,0,0,0,0,0,0,0,0,0
CS(=O)(=O)CCn1ccnc1[N+](=O)[O-],-1.3,6,4,3,0,0,0,0,0,0,0,0,0,3,0,0
Cc1cccc(O)c1[N+](=O)[O-],2.29,7,3,1,0,0,1,0,0,0,0,0,0,1,0,0
O=C(O)c1cc(Cl)ccc1O,3.09,7,3,0,0,1,1,0,0,0,0,0,1,0,0,0
COc1ccccc1C=C(C(C)=O)C(C)=O,1.73,13,3,0,0,0,1,0,0,0,0,0,2,0,1,0
O=Cc1ccc2ccccc2n1,2.14,10,1,1,0,0,1,0,0,0,0,0,1,1,0,0
O=C(CCN1CCCCC1)CN1C(=O)CC(c2ccc(Cl)cc2)C1=O,2.23,19,3,2,0,1,1,0,0,0,0,0,3,2,0,0
CC(C)CC(NC(=O)C(N)CO)C(=O)O,-2.49,9,4,2,0,0,0,1,0,1,1,1,2,0,0,1
Cc1nc(Cl)c(C)nc1Cl,2.4,6,0,2,0,2,0,0,0,0,0,0,0,2,0,0
CC(=O)Nc1cc(Cl)ccc1Cl,2.19,8,1,1,0,2,1,0,0,0,0,0,1,0,0,1
O=[N+]([O-])c1ccc(F)cc1,1.8,6,2,1,1,0,1,0,0,0,0,0,0,1,0,0
CCCCCCCCCCCc1ccccc1O,7.17,17,1,0,0,0,1,0,7,0,0,0,0,0,0,0
O=C(O)COc1ccccc1Cl,1.86,8,3,0,0,1,1,0,0,1,0,0,1,0,1,0
CCOC(=O)C1=C(C)OC(=Cc2ccc(OC)cc2)C1=O,2.96,16,5,0,0,0,1,0,0,0,0,0,2,0,3,0
Cn1c(N)nc2ccc(C#N)cc21,1.29,9,0,4,0,0,1,1,0,0,0,0,0,3,0,0
CCCCCCCCOC(=O)c1ccc(N)cc1,5.02,15,2,1,0,0,1,1,5,0,0,0,1,0,1,0
CC(C)NC(=O)Cn1cccc(O)c1=O,-0.34,10,3,2,0,0,0,0,0,0,0,0,1,1,0,1
NC(=O)NNC(=O)c1ccccc1,-0.5,8,2,3,0,0,1,1,0,0,0,0,2,0,0,2
CS(=O)c1scc(-c2ccccc2)c1[N+](=O)[O-],3.2,11,3,1,0,0,1,0,0,0,0,0,0,1,0,0
N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,2.37,9,2,5,0,0,1,0,0,0,0,0,0,4,0,1
COC(=O)c1ccccc1OC(C)=O,1.46,10,4,0,0,0,1,0,0,0,0,0,2,0,2,0
COC1OC(CO)C(O)C(NC(=O)N(C)N=O)C1O,-0.82,9,7,3,0,0,0,0,0,0,3,3,1,2,2,1
NC(=O)c1ccccc1,0.64,7,1,1,0,0,1,1,0,0,0,0,1,0,0,0
CNc1cnn(-c2ccccc2)c(=O)c1Cl,1.19,11,1,3,0,1,1,0,0,0,0,0,0,2,0,1
CCC(=O)Nc1ccc(Cl)c(Cl)c1,3.07,9,1,1,0,2,1,0,0,0,0,0,1,0,0,1
CCCC(=O)C=Cc1ccc(O)c(O)c1,2.61,12,3,0,0,0,1,0,0,0,0,0,1,0,0,0
Brc1c2ccccc2cc2ccccc12,5.37,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0
CC(=O)Nc1cccc(O)c1,0.73,8,2,1,0,0,1,0,0,0,0,0,1,0,0,1
OCC1OC(SCCc2ccccc2)C(O)C(O)C1O,-0.1,14,5,0,0,0,1,0,0,0,4,4,0,0,1,0
Cc1cc(C)cc(O[Si]23OCCN(CCO2)CCO3)c1,0.46,14,4,1,0,0,1,0,0,0,0,0,0,1,0,0
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,7.11,22,0,0,0,0,5,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1cc[n+]([O-])c2c(F)cccc12,1.0,9,3,2,1,0,1,0,0,0,0,0,0,2,0,0
CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,4.99,21,5,1,1,1,1,0,2,0,0,0,3,1,2,0
O=C(NN1CCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,0.84,12,3,3,0,1,1,0,0,0,0,0,1,1,0,2
CC1CN1C1=CC(=O)C(N2CC2C)=CC1=O,1.07,12,2,2,0,0,0,0,0,0,0,0,2,2,0,0
C=CCC(NC(C)=O)C(N)=O,-0.86,7,2,2,0,0,0,1,0,0,0,0,2,0,0,1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1.47,12,3,2,0,0,1,0,0,0,0,0,3,0,0,2
CNc1ccccn1,1.12,6,0,2,0,0,0,0,0,0,0,0,0,1,0,1
C1CC2CC1C1OC21,1.58,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0
N#Cc1cccc(C(N)=O)c1,0.52,8,1,2,0,0,1,1,0,0,0,0,1,1,0,0
CN(C)C(=O)Oc1cccc(Cl)c1,2.33,9,2,1,0,1,1,0,0,0,0,0,1,1,1,0
Cc1ccc(S(I)=C(N(C)C)N(C)C)cc1Cl,0.45,12,0,2,0,1,1,0,0,0,0,0,0,2,0,0
O=c1cc[nH]c2ccccc12,0.58,9,1,1,0,0,1,0,0,0,0,0,0,0,0,1
CCN1CCC(CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1,0.64,15,4,3,0,0,1,1,0,0,0,0,1,1,1,1
Cc1c(C)c2ccc3occc3c2oc1=O,2.9,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(O)CC(F)(F)F,0.71,4,1,0,3,0,0,0,0,0,1,1,0,0,0,0
O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccc(Cl)cc1,4.11,18,1,4,0,1,2,0,0,0,0,0,1,3,0,1
CCCCC1OC(=O)c2cc(Cl)ccc21,3.53,12,2,0,0,1,1,0,0,0,0,0,1,0,1,0
CC(=O)Nc1ccc(C(F)(F)F)cc1,2.52,9,1,1,3,0,1,0,0,0,0,0,1,0,0,1
Oc1ccc(Sc2ccc(O)cc2)cc1,3.34,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0
C=C1c2ccccc2C2(NC)CCCCC12,3.79,15,0,1,0,0,1,0,0,0,0,0,0,0,0,1
COC(=S)NCCn1c([N+](=O)[O-])cnc1C,1.15,8,3,4,0,0,0,0,0,0,0,0,0,3,1,1
Cc1cccc([N+](=O)[O-])c1C(N)=O,0.1,8,3,2,0,0,1,1,0,0,0,0,1,1,0,0
CCC(=O)OCC1OC(n2cnc3c(OC)ncnc32)C(OC(=O)CC)C1OC(=O)CC,2.75,20,8,4,0,0,0,0,0,0,0,0,3,4,5,0
CC1=CC(=NNC(=N)N)C=CC1=NNC(N)=S,1.66,9,0,7,0,0,0,2,0,0,0,0,0,2,0,3
NC(=O)N(CCCl)N=O,0.57,3,2,3,0,1,0,1,0,0,0,0,1,2,0,0
C=C(Cl)CON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,3.63,19,6,3,0,1,1,0,0,0,0,0,1,3,4,0
Nc1nnc(S(N)(=O)=O)s1,-0.9,2,2,4,0,0,0,2,0,0,0,0,0,2,0,0
COC(=O)C=COc1ccccc1Cl,3.02,10,3,0,0,1,1,0,0,0,0,0,1,0,2,0
CNC(=O)ON=C(CSC)C(C)(C)C,2.75,9,2,2,0,0,0,0,0,0,0,0,1,1,0,1
Clc1ccc(Oc2ccccc2)c(Cl)c1,4.93,12,1,0,0,2,2,0,0,0,0,0,0,0,1,0
CCCOC(=O)NCCCN(C)C,1.12,9,2,2,0,0,0,0,1,0,0,0,1,1,1,1
COP(=O)(OC)SCn1nnc2ccccc2c1=O,0.78,10,4,3,0,0,1,0,0,0,0,0,0,3,0,0
CCCC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.8,17,4,2,0,0,1,0,0,0,0,0,2,2,2,0
CSC(C)=NOC(=O)N(C)SN(C)C(=O)OC(C)(C)C,2.8,11,4,3,0,0,0,0,0,0,0,0,2,3,1,0
O=C(O)c1cn(-c2ccc(C(F)(F)F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.25,21,3,3,4,0,2,0,0,0,0,0,1,2,0,1
O=C(O)Cc1cc(O)ccc1O,0.86,8,4,0,0,0,1,0,0,1,0,0,1,0,0,0
Cc1ccc(C)n1Nc1ccc(N2CCOCC2)nn1,1.94,14,1,5,0,0,0,0,0,0,0,0,0,4,1,1
O=c1ccc2ccc3occc3c2s1,2.58,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0
CS(=O)(=O)c1ccc(N)cc1,-0.12,7,2,1,0,0,1,1,0,0,0,0,0,0,0,0
O=C(O)COc1cccc(C(=O)O)c1,1.11,9,5,0,0,0,1,0,0,1,0,0,2,0,1,0
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,4.66,15,1,1,1,2,2,0,0,0,0,0,0,1,1,0
CNC(=O)Oc1cccc(C(=O)OC)c1,1.42,10,4,1,0,0,1,0,0,0,0,0,2,0,2,1
c1ccc(CC2CC3=NOS4=C3C(=NO4)C2)cc1,2.8,13,2,2,0,0,1,0,0,0,0,0,0,2,0,0
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,1.83,13,3,4,0,0,0,0,0,0,1,1,0,3,2,1
CNCc1ccccc1,1.52,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1
CCCCN1C(=O)C(=O)c2ccccc2C1=O,2.18,13,3,1,0,0,1,0,0,0,0,0,3,1,0,0
CCON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,2.96,18,6,3,0,0,1,0,0,0,0,0,1,3,4,0
CC(C)OC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,0.57,12,4,1,0,0,1,1,0,0,0,0,1,0,1,0
O=P(N1CC1)(N1CC1)N1CC1,-0.62,6,1,3,0,0,0,0,0,0,0,0,0,3,0,0
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]32)CC1=O,3.99,20,2,0,0,0,0,0,0,0,1,1,1,0,0,0
O=C1CCN(c2ccccc2)N1,0.89,9,1,2,0,0,1,0,0,0,0,0,1,1,0,1
CC(C)(C)OC(=O)CN1C(=O)CC1Oc1ccc2ccccc2c1,3.6,19,4,1,0,0,2,0,0,0,0,0,2,1,2,0
COc1cc(Cc2cnc(N)nc2N)cc(C)c1OC,1.62,14,2,4,0,0,1,2,0,0,0,0,0,2,2,0
C=CC(=O)OCC(C)C,2.22,7,2,0,0,0,0,0,0,0,0,0,1,0,1,0
Nc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,2.04,12,4,2,0,0,2,1,0,0,0,0,0,1,0,0
O=C(O)CCc1ccc(O)cc1,1.16,9,3,0,0,0,1,0,0,1,0,0,1,0,0,0
COc1cc(C=NO)ccc1OCCOC(=O)c1ccccc1OC,2.84,18,6,1,0,0,2,0,1,0,0,0,1,1,4,0
C=CC(=O)OCCOCCOCCOC(=O)C=C,0.96,12,6,0,0,0,0,0,7,0,0,0,2,0,4,0
Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)cc1,5.64,12,1,0,0,4,2,0,0,0,0,0,0,0,1,0
O=c1cc(-c2cccc(Cl)c2)oc2ccccc12,3.91,15,2,0,0,1,2,0,0,0,0,0,0,0,0,0
O=C(c1ccc(C(F)(F)F)cc1)c1ccc2n1CCC2C(=O)O,3.71,16,3,1,3,0,1,0,0,1,0,0,2,1,0,0
CC(C)c1nnc(N2CCOCC2)n(N)c1=O,0.49,10,2,5,0,0,0,1,0,0,0,0,0,4,1,0
CCC(C)C(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)O)C(C)C,-1.77,20,5,3,0,0,1,1,0,1,0,0,3,0,0,2
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.45,16,4,3,4,1,2,0,0,0,0,0,0,3,0,0
Nc1ncnc2c1ncn2C1OC(CCl)C(O)C1O,-0.06,10,3,5,0,1,0,1,0,0,2,2,0,4,1,0
CCCCc1ccc(C(=O)O)cc1,3.97,11,2,0,0,0,1,0,0,0,0,0,1,0,0,0
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,3.53,16,5,0,0,0,0,0,0,0,0,0,0,0,3,0
CCOC(=O)C(F)(F)C(F)(F)F,2.12,5,2,0,5,0,0,0,0,0,0,0,1,0,1,0
CC(C)OC(=O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1Cl,2.4,11,6,1,0,1,1,0,0,0,0,0,1,1,1,0
CCOC(=O)c1cnc2cccc(C)n2c1=O,0.96,12,3,2,0,0,0,0,0,0,0,0,1,2,1,0
CSC(C)=NOC(=O)N(C)SN(C)C(=O)c1c(Cl)cccc1Cl,2.6,13,3,3,0,2,1,0,0,0,0,0,2,3,0,0
CNC(=O)COc1ccccc1OCC(O)CNC(C)(C)C,1.36,16,4,2,0,0,1,0,0,0,1,1,1,0,2,2
Nc1nc(Cl)c2ncn(C3OC(CO)CC3F)c2n1,0.28,10,2,5,1,1,0,1,0,0,1,1,0,4,1,0
CCCC(=NOCC)C1C(=O)CC(C)(C2CC2)OC1=O,3.28,15,4,1,0,0,0,0,0,0,0,0,2,1,1,0
COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,2.44,19,2,4,0,0,2,2,0,0,0,0,0,2,2,0
O=C(O)c1ccc(O)c(Cl)c1,2.41,7,3,0,0,1,1,0,0,0,0,0,1,0,0,0
CCN(C)C,0.7,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CCSc1nnc(C(C)(C)C)c(=O)n1N,2.08,9,1,4,0,0,0,1,0,0,0,0,0,3,0,0
N#Cc1cccc(N2C(=O)CCC2=O)c1,0.02,11,2,2,0,0,1,0,0,0,0,0,2,2,0,0
O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.3,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0
CCCCNC,1.33,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1
O=C(NO)Nc1ccccc1,0.41,7,2,2,0,0,1,0,0,0,0,0,1,0,0,2
CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.92,20,0,1,0,0,2,0,0,0,0,0,0,1,0,0
O=[N+]([O-])c1ccc(C=Cc2ncc[nH]2)o1,1.32,9,3,3,0,0,0,0,0,0,0,0,0,2,0,1
CCCCCCCCC#N,3.12,9,0,1,0,0,0,0,5,0,0,0,0,1,0,0
CCC(C(=O)OCc1ccc(Cl)cc1)C(COC(=O)c1ccccc1)Cc1cncn1C,4.9,25,4,2,0,1,2,0,0,0,0,0,2,2,2,0
CCOC(C)OCC,0.84,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0
CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C,4.78,23,1,3,0,1,1,1,0,0,0,0,1,2,0,0
CC=CCCCCC,4.51,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ClC1C(Cl)C(Cl)C(Br)C(Cl)C1Cl,3.74,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0
CCCCCCC(=O)O,2.42,7,2,0,0,0,0,0,2,1,0,0,1,0,0,0
OCC(CO)(CBr)CBr,1.06,5,2,0,0,0,0,0,0,0,2,2,0,0,0,0
NC(=O)c1cc(Cl)ccc1NCCO,1.26,9,2,2,0,1,1,1,0,0,1,1,1,0,0,1
CCCCc1ccc(NC(C)=O)c([N+](=O)[O-])c1,3.1,12,3,2,0,0,1,0,0,0,0,0,1,1,0,1
Cc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,4.66,17,2,2,0,0,1,0,0,0,0,0,0,2,2,0
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,1.83,17,3,1,0,0,1,0,0,0,1,1,1,1,1,0
Nc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,1.84,12,6,3,0,0,2,1,0,0,0,0,0,2,0,0
O=NN1CCC(c2ccccc2)CC1,2.59,11,1,2,0,0,1,0,0,0,0,0,0,2,0,0
CC(=O)Nc1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,-2.71,18,7,3,0,0,1,0,0,0,4,4,3,2,0,1
O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,3.71,12,3,1,0,0,2,0,0,0,0,0,0,1,0,0
CC(=O)N(C)N=Nc1ccc(C(N)=O)cc1,1.37,10,2,4,0,0,1,1,0,0,0,0,2,3,0,0
O=[N+]([O-])c1ccc2c3c(cccc13)CC2,3.85,12,2,1,0,0,2,0,0,0,0,0,0,1,0,0
CC1CCC(NC(=O)N2C(=O)N(C)CC2O)CC1,2.41,12,3,3,0,0,0,0,0,0,1,1,2,2,0,1
N#CC=Cc1ccc([N+](=O)[O-])o1,1.05,7,3,2,0,0,0,0,0,0,0,0,0,2,0,0
Cc1cccnc1,1.2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
c1ccccc1,2.13,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cc1nccc2c1[nH]c1cc(O)ccc12,2.84,12,1,2,0,0,1,0,0,0,0,0,0,1,0,1
COc1cc2c(c(OC)c1OC)-c1ccc(N)c(=O)cc1[C@@H](NC(C)=O)CC2,0.3,21,5,2,0,0,1,1,0,0,0,0,1,0,3,1
Clc1cc(Cl)c2c(c1)oc1cc(Cl)cc(Cl)c12,6.34,12,1,0,0,4,2,0,0,0,0,0,0,0,0,0
CCCCCCOC(=O)c1ccc(N)cc1,3.96,13,2,1,0,0,1,1,3,0,0,0,1,0,1,0
CCCOC(=O)n1c(-c2cscn2)nc2ccccc21,2.98,14,2,3,0,0,1,0,0,0,0,0,1,3,1,0
Cc1cc(O)cc(C)c1Cl,3.27,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0
COc1cccc(OC)c1OC,1.53,9,3,0,0,0,1,0,0,0,0,0,0,0,3,0
O=c1ccc2cc3ccoc3cc2s1,2.61,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0
OCCCCCCn1nnc2ccccc21,1.71,12,1,3,0,0,1,0,3,0,1,1,0,3,0,0
COc1cc(Cc2cnc(N)nc2N)c(I)c(OC)c1OC,1.79,14,3,4,0,0,1,2,0,0,0,0,0,2,3,0
CCCCOC(=O)c1cccc(C(=O)OCCCC)c1,4.26,16,4,0,0,0,1,0,2,0,0,0,2,0,2,0
CC(C)C(=O)NCCNCC(O)COCCc1ccccc1,0.95,17,3,2,0,0,1,0,3,0,1,1,1,0,1,2
CCOP(=S)(OCC)SCCSCC,4.02,8,2,0,0,0,0,0,2,0,0,0,0,0,0,0
COc1ccccc1N(C)C,1.63,9,1,1,0,0,1,0,0,0,0,0,0,1,1,0
ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,5.96,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C(=Cc1ccc([N+](=O)[O-])o1)C(=O)OCC,2.5,12,7,1,0,0,0,0,0,0,0,0,2,1,2,0
COC(=O)Cc1cccs1,1.51,7,2,0,0,0,0,0,0,0,0,0,1,0,1,0
CC(=O)Oc1ccccc1I,2.55,8,2,0,0,0,1,0,0,0,0,0,1,0,1,0
Nc1cc2ccccc2nn1,1.0,8,0,3,0,0,1,1,0,0,0,0,0,2,0,0
CCOC(=O)NNc1ccccc1,1.22,9,2,2,0,0,1,0,0,0,0,0,1,0,1,2
CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,3.23,16,2,2,0,0,2,0,0,0,0,0,1,2,1,0
O=P(N1CC1)(N1CC1)N(N=Cc1ccc(Cl)cc1)c1ccccc1,0.35,17,1,4,0,1,2,0,0,0,0,0,0,4,0,0
CC(C)CCOC(=O)c1ccccc1,4.15,12,2,0,0,0,1,0,0,0,0,0,1,0,1,0
O=c1c2ccccc2nc2n1CCCCC2,2.0,13,1,2,0,0,1,0,0,0,0,0,0,2,0,0
COc1cc(C(N)=O)ccc1-c1nc2ccncc2[nH]1,1.18,14,2,4,0,0,1,1,0,0,0,0,1,2,1,1
CCOc1cccc(COC(=O)C2C(C=C(C)C)C2(C)C)c1,5.87,19,3,0,0,0,1,0,0,0,0,0,1,0,2,0
O=C(O)CCCOc1cccc2ccccc12,3.5,14,3,0,0,0,2,0,1,1,0,0,1,0,1,0
COc1cccc(NC(=O)NNC(C)=O)c1,0.33,10,3,3,0,0,1,0,0,0,0,0,2,0,1,3
CCC(=O)CC,0.99,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CCOc1ccccc1OC(=O)NC,1.24,10,3,1,0,0,1,0,0,0,0,0,1,0,2,1
NC(=O)Nc1ccccc1,0.83,7,1,2,0,0,1,1,0,0,0,0,1,0,0,1
CCn1cc(C)c(=O)[nH]c1=O,-0.15,7,2,2,0,0,0,0,0,0,0,0,0,1,0,1
CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,2.23,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC(C)C,1.03,14,4,4,0,0,1,1,0,0,0,0,0,2,2,1
Oc1cccnc1,0.48,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Clc1ccc(C2OC2c2ccccc2)cc1,4.54,14,1,0,0,1,2,0,0,0,0,0,0,0,1,0
O=C(O)COc1ccc2ccccc2c1,2.53,12,3,0,0,0,2,0,0,1,0,0,1,0,1,0
O=C(c1ccccc1)c1cccnc1,1.88,12,1,1,0,0,1,0,0,0,0,0,1,1,0,0
NC1=NCC(COc2cccc(C(F)(F)F)c2)O1,2.35,11,2,2,3,0,1,1,0,0,0,0,0,1,2,0
CC(C)c1ccc(OC(=O)c2ccc(N)cc2O)cc1,4.12,16,3,1,0,0,2,1,0,0,0,0,1,0,1,0
ON=CCCc1ccccc1,1.56,9,1,1,0,0,1,0,0,0,0,0,0,1,0,0
COc1cccc(N)c1,0.93,7,1,1,0,0,1,1,0,0,0,0,0,0,1,0
Cc1ccccc1C(C)C,4.38,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN1C(=O)CCC1=O,-0.95,5,2,1,0,0,0,0,0,0,0,0,2,1,0,0
Nc1c2ncn(C3OC(CO)CC3F)c2nc[n+]1[O-],-1.38,10,3,5,1,0,0,1,0,0,1,1,0,4,1,0
CCOC(=O)NC1=NCC(c2ccc(F)cc2)N1C,1.9,13,2,3,1,0,1,0,0,0,0,0,1,2,1,1
O=NN1CCCCCC1,0.92,6,1,2,0,0,0,0,0,0,0,0,0,2,0,0
CC(C)c1nnc(SCC(=O)c2ccccc2)n(N)c1=O,2.07,14,2,4,0,0,1,1,0,0,0,0,1,3,0,0
CCCc1cssc1=O,2.38,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc2cccnc2c1,2.47,10,0,1,0,0,1,0,0,0,0,0,0,1,0,0
CCn1ccnc1CC1COc2ccccc2O1,2.31,14,2,2,0,0,1,0,0,0,0,0,0,2,2,0
[O-][n+]1ccc(Cl)c2ccccc21,1.08,9,1,1,0,1,1,0,0,0,0,0,0,1,0,0
COS(=O)c1ccc(O)cc1,0.58,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0
CNC(=O)Oc1ccccc1C#N,0.86,9,2,2,0,0,1,0,0,0,0,0,1,1,1,1
COCOC(=O)C1N2C(=O)C(N3C(=O)C(c4ccc(O)cc4)NC3(C)C)C2SC1(C)C,0.3,21,6,3,0,0,1,0,0,0,0,0,3,2,2,1
COc1ccc2cc(CC(=O)OCC(=O)NC(C)C)ccc2c1,2.89,18,4,1,0,0,2,0,0,0,0,0,2,0,2,1
CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCCO)c(O)c1,6.68,25,3,0,0,0,1,0,3,0,2,2,0,0,0,0
CC(=O)Oc1ccccc1C(F)(F)F,2.59,9,2,0,3,0,1,0,0,0,0,0,1,0,1,0
CCCCCCCCCO,3.77,9,1,0,0,0,0,0,5,0,1,1,0,0,0,0
Cc1cccs1,2.33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1c(Cl)ccc(Cl)c1Cl,3.64,7,1,0,0,3,1,0,0,0,0,0,0,0,1,0
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,5.8,20,3,3,5,3,2,0,0,0,0,0,2,1,1,2
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,2.88,18,7,0,0,0,1,0,0,0,0,0,4,0,1,0
Nc1ncnc2[nH]cnc12,-0.09,5,0,5,0,0,0,1,0,0,0,0,0,3,0,1
CNC(=O)Oc1cc(C)c(C)c(C)c1,2.66,11,2,1,0,0,1,0,0,0,0,0,1,0,1,1
CNC(=O)Oc1ccccc1C,1.46,9,2,1,0,0,1,0,0,0,0,0,1,0,1,1
COC(=O)CS(=O)c1ccc(Cl)cc1[N+](=O)[O-],1.29,9,5,1,0,1,1,0,0,0,0,0,1,1,1,0
NNC(=O)c1ccc(Br)cc1,1.28,7,1,2,0,0,1,1,0,0,0,0,1,0,0,1
CC(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.64,10,5,1,0,0,0,0,0,0,0,0,1,1,1,0
COc1nc(N)nc(NC(C)(C)C)n1,1.93,8,1,5,0,0,0,1,0,0,0,0,0,3,1,1
N=C(N)NC(=O)Nc1ccc(Cl)cc1,1.78,8,1,4,0,1,1,1,0,0,0,0,1,0,0,3
O=[N+]([O-])c1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.78,12,8,1,0,0,1,0,0,0,4,4,0,1,2,0
CCOC(=O)C(=Cc1ccccc1OC)C(C)=O,2.39,14,4,0,0,0,1,0,0,0,0,0,2,0,2,0
O=C1C=C(c2ccc(Cl)cc2)C(=O)N1c1ccc(Cl)cc1,3.0,16,2,1,0,2,2,0,0,0,0,0,2,1,0,0
CCOc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,1.24,13,3,3,0,0,1,0,0,0,0,0,1,2,1,1
O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,1.64,13,3,3,0,1,1,0,0,0,0,0,1,1,0,2
Cc1ccc(S(=O)(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc1,3.91,18,2,4,0,0,2,0,0,0,0,0,0,3,0,1
ClC1=CC(Cl)C(Cl)C(Cl)C1,3.72,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0
COc1ccc(CC(C)N)c(OC)c1OC,1.51,12,3,1,0,0,1,1,0,0,0,0,0,0,3,0
CC(=O)C(C#N)=NNc1cccc(Cl)c1,3.9,10,1,3,0,1,1,0,0,0,0,0,1,2,0,1
CCc1cnc(-c2ccc(C(C)C(=O)O)cc2F)s1,4.1,14,2,1,1,0,1,0,0,1,0,0,1,1,0,0
Nc1ccc(I)cc1C(=O)O,2.06,7,2,1,0,0,1,1,0,0,0,0,1,0,0,0
COc1ccc2cc(CC(=O)OCC(=O)N(C)CCO)ccc2c1,1.58,18,5,1,0,0,2,0,0,0,1,1,2,1,2,0
