smiles,log_p
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,23.9
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,23.17
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,24.79
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,25.68
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,23.09
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,22.28
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,23.09
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,23.17
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,22.81
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,24.42
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,23.7
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,23.34
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCC,22.28
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCC,21.92
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCC,22.81
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCC,22.45
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCC,23.34
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCC,22.98
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,23.75
CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,26.04
CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,26.93
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,23.9
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,24.79
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,24.06
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,25.68
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,26.56
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,23.98
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,24.06
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,23.7
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,25.31
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,24.59
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,24.23
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCCCC,23.7
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCCCC,23.34
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCCCC,24.23
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCCCC,23.87
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,24.64
CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,27.82
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,24.79
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,24.95
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,26.56
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,27.45
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,26.2
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,25.48
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,25.12
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,24.59
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,25.12
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,24.75
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,25.53
CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,27.82
CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,28.7
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\\CCCC,23.9
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC,24.79
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCC/C=C\\CCCCCC,25.68
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCCCC,25.68
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCC/C=C\\CCCCCCCC,26.56
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,25.84
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC,27.45
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC,28.34
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,25.76
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,24.95
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,25.76
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC,25.84
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC,25.48
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC,27.09
CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC,26.37
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC,26.01
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC,24.95
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,24.59
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,25.48
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,25.12
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,26.01
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,25.64
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,26.42
CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCC,23.01
CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCC,23.9
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCC,19.98
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCC,20.87
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCC,20.87
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCC,21.76
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCC,21.03
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCC,22.65
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCC,23.54
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC,20.95
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC,20.14
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC,20.95
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC,21.03
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC,20.67
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC,22.28
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC,21.56
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC,21.2
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC,20.14
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC,19.78
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC,20.67
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC,20.31
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC,21.2
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC,20.84
CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCC,21.61
CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,23.9
CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,24.79
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.76
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.76
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,22.65
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.92
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,23.54
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,24.42
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.84
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.03
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.84
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.92
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.56
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,23.17
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,22.45
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,22.09
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.03
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC,20.67
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.56
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.2
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC,22.09
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC,21.73
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC,22.5
CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,24.79
CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,25.68
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\CCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,20.87
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,21.76
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,22.65
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,22.65
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,23.54
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,22.81
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,24.42
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,25.31
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,22.73
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,21.92
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,22.73
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,22.81
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,22.45
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,24.06
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,23.34
CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC,22.98
